-4.637686157226562500e+02,-7.422537231445312500e+01
-1.028673095703125000e+03,-9.261055297851562500e+02
-1.867985839843750000e+03,-9.595564575195312500e+02
-1.694490509033203125e+02,-3.065091552734375000e+03
-7.306391113281250000e+03,1.171225341796875000e+03
-1.635571289062500000e+03,4.106195449829101562e+01
-2.626635131835937500e+02,-1.080644073486328125e+02
-1.467662841796875000e+03,-1.094177734375000000e+03
-1.498755371093750000e+03,-2.856390991210937500e+02
-1.317132617187500000e+04,2.660608154296875000e+03
-1.008106323242187500e+03,6.981846618652343750e+01
-2.576151611328125000e+03,-5.834261474609375000e+02
-2.760373497009277344e+01,1.352158081054687500e+03
-6.605952758789062500e+02,-2.628028564453125000e+02
1.626441406250000000e+03,1.744141845703125000e+03
-1.150571411132812500e+03,-8.918851928710937500e+02
-2.274880371093750000e+02,-5.717173461914062500e+02
-3.643210449218750000e+02,-1.136754226684570312e+02
-3.689086914062500000e+02,-6.112079620361328125e+01
-6.136443847656250000e+03,3.492611999511718750e+02
-8.444779663085937500e+02,-1.019979476928710938e+02
-1.256561035156250000e+03,-1.961570129394531250e+02
-2.185202636718750000e+03,-1.365989135742187500e+03
-1.250807495117187500e+03,-3.427890014648437500e+02
-7.040251464843750000e+02,-1.804018249511718750e+02
-2.585781494140625000e+03,-4.220679016113281250e+02
-9.183086914062500000e+03,2.650378173828125000e+03
-1.234733886718750000e+03,1.897272644042968750e+02
-9.462499023437500000e+03,1.608764404296875000e+03
-1.549419677734375000e+03,-1.139002685546875000e+03
-5.355879394531250000e+03,-4.794748840332031250e+02
-4.836374511718750000e+03,-8.092194213867187500e+02
-1.189522949218750000e+03,-1.444460906982421875e+02
-6.818558105468750000e+03,1.107437500000000000e+03
-4.377390136718750000e+03,-1.639429931640625000e+02
-4.589824707031250000e+03,6.173143310546875000e+02
-1.145824707031250000e+03,-1.350953125000000000e+03
-2.463510253906250000e+03,-6.801569824218750000e+02
-3.584668212890625000e+03,-6.522733764648437500e+02
-1.801245605468750000e+03,-1.010284118652343750e+03
-6.143069824218750000e+03,-9.289033813476562500e+02
-3.778188720703125000e+03,2.856586608886718750e+02
-3.957933349609375000e+03,1.419468078613281250e+02
-8.784151367187500000e+03,-2.509826812744140625e+02
-1.693670410156250000e+03,-9.055864257812500000e+02
-1.139498901367187500e+03,-1.568432617187500000e+03
-3.034009521484375000e+03,3.191947631835937500e+02
-1.006365051269531250e+03,-5.309019165039062500e+02
-4.246428833007812500e+02,-6.091011810302734375e+01
-1.711062744140625000e+03,-1.480777099609375000e+03
-7.702760009765625000e+02,-2.752272644042968750e+02
-8.885267333984375000e+02,-1.980132293701171875e+02
-1.108990478515625000e+03,-4.642037658691406250e+02
-2.614417480468750000e+03,-4.225805053710937500e+02
-3.935093383789062500e+02,-3.799633789062500000e+01
-6.363503906250000000e+03,1.317116699218750000e+03
-8.446990966796875000e+02,-9.104071807861328125e+01
-7.529270629882812500e+02,-3.955456848144531250e+02
-1.922164794921875000e+03,-2.172748779296875000e+03
-1.010384399414062500e+03,-2.358882141113281250e+02
-4.335933532714843750e+02,-2.396333503723144531e+01
-4.760441406250000000e+03,3.140032043457031250e+02
-2.959955322265625000e+03,2.791216125488281250e+02
1.337055541992187500e+03,1.498882202148437500e+03
-3.080812744140625000e+03,-1.328419311523437500e+03
-3.953894531250000000e+03,-1.204027099609375000e+03
-3.158051269531250000e+03,-8.978574829101562500e+02
-7.789901855468750000e+03,2.634818603515625000e+03
-5.021223144531250000e+03,8.157066345214843750e+01
-4.150137023925781250e+02,-1.366786499023437500e+02
-3.750195068359375000e+03,-9.139170532226562500e+02
-4.411167480468750000e+03,8.566647338867187500e+02
-2.288454833984375000e+03,8.303038787841796875e+01
-3.155669433593750000e+03,6.392889404296875000e+01
-1.881550537109375000e+03,-4.868157348632812500e+02
-5.823699707031250000e+03,1.769504394531250000e+02
1.241138671875000000e+03,1.221834716796875000e+03
-1.281833007812500000e+03,-1.339380493164062500e+02
-4.470382324218750000e+03,1.393258056640625000e+03
-3.178422363281250000e+03,-5.045333557128906250e+02
-8.032809448242187500e+02,-2.407175598144531250e+02
-8.271983032226562500e+02,-1.342517089843750000e+03
-9.510493774414062500e+02,-1.930429992675781250e+02
-7.611298217773437500e+02,-1.318514404296875000e+02
-1.150099487304687500e+03,-5.555376586914062500e+02
-1.090890527343750000e+04,3.553073486328125000e+03
-1.537562500000000000e+03,-1.288596496582031250e+02
-2.491328582763671875e+02,-8.325666809082031250e+01
-1.908915283203125000e+03,-2.818622131347656250e+02
-5.569119873046875000e+02,-2.176295318603515625e+02
-2.028180053710937500e+03,-5.520585937500000000e+02
-5.746857299804687500e+02,8.585753631591796875e+01
-1.026359375000000000e+03,-3.275536193847656250e+02
-1.425882080078125000e+03,-1.324412109375000000e+03
-3.178591918945312500e+02,-3.672425842285156250e+02
-6.095010742187500000e+03,-1.034465576171875000e+03
-5.042108154296875000e+02,-9.223775482177734375e+01
-1.044696289062500000e+03,-1.023398803710937500e+03
-7.034006835937500000e+03,-7.370028686523437500e+02
-2.922191650390625000e+03,2.054019165039062500e+02
-2.884195068359375000e+03,1.086817245483398438e+02
-3.185192382812500000e+03,1.510115661621093750e+02
-1.428643188476562500e+03,-2.632583740234375000e+03
-5.729549804687500000e+03,2.017436218261718750e+02
-2.183491455078125000e+03,-9.450065307617187500e+02
-1.693824707031250000e+03,-1.473056518554687500e+03
-3.028913085937500000e+03,-1.369258544921875000e+03
-3.925703125000000000e+03,-1.770708007812500000e+03
-2.519344482421875000e+03,-1.364106323242187500e+03
-6.171923828125000000e+02,-5.842292480468750000e+02
-6.993535156250000000e+02,-1.068273925781250000e+03
-2.944255981445312500e+02,-1.110803298950195312e+02
-3.229269287109375000e+03,-1.815482482910156250e+02
-5.576982421875000000e+02,-1.840424194335937500e+02
-2.517453369140625000e+03,-4.964577026367187500e+02
-6.620022583007812500e+02,-1.203854370117187500e+02
-1.097228515625000000e+03,-3.881870422363281250e+02
-7.549810058593750000e+03,4.203827819824218750e+02
