1.310077056884765625e+02,-2.101115722656250000e+02,-1.988420715332031250e+02,-1.386617126464843750e+02,1.411691131591796875e+02,-1.415817108154296875e+02,2.332200164794921875e+02,8.612393951416015625e+01,-1.018581695556640625e+02,1.750887908935546875e+02
6.804670715332031250e+01,-1.090372161865234375e+02,-1.034067840576171875e+02,-7.235806274414062500e+01,7.344364166259765625e+01,-7.377617645263671875e+01,1.210119094848632812e+02,4.521769714355468750e+01,-5.296178436279296875e+01,9.149261474609375000e+01
1.567726287841796875e+02,-2.516025238037109375e+02,-2.377750549316406250e+02,-1.658232574462890625e+02,1.686018218994140625e+02,-1.694210052490234375e+02,2.793248596191406250e+02,1.028709564208984375e+02,-1.223864669799804688e+02,2.092406768798828125e+02
2.010166931152343750e+02,-3.224577941894531250e+02,-3.047368469238281250e+02,-2.124751586914062500e+02,2.166200714111328125e+02,-2.169044647216796875e+02,3.575368652343750000e+02,1.319371185302734375e+02,-1.563336791992187500e+02,2.691018371582031250e+02
1.492187347412109375e+02,-2.390175781250000000e+02,-2.265253448486328125e+02,-1.577146911621093750e+02,1.606260681152343750e+02,-1.615469818115234375e+02,2.652791748046875000e+02,9.791496276855468750e+01,-1.162828369140625000e+02,1.990291442871093750e+02
1.832707672119140625e+02,-2.941590576171875000e+02,-2.780597534179687500e+02,-1.938304138183593750e+02,1.974776763916015625e+02,-1.980654907226562500e+02,3.260197448730468750e+02,1.204421081542968750e+02,-1.428681945800781250e+02,2.448249969482421875e+02
1.938596496582031250e+02,-3.107414245605468750e+02,-2.940195312500000000e+02,-2.044791870117187500e+02,2.084391937255859375e+02,-2.094940948486328125e+02,3.447308959960937500e+02,1.267840423583984375e+02,-1.510280151367187500e+02,2.587067260742187500e+02
2.440022583007812500e+02,-3.910864562988281250e+02,-3.695716247558593750e+02,-2.575874023437500000e+02,2.624813842773437500e+02,-2.635379943847656250e+02,4.333984375000000000e+02,1.596428985595703125e+02,-1.896363372802734375e+02,3.257351989746093750e+02
1.385385742187500000e+02,-2.220564727783203125e+02,-2.107000885009765625e+02,-1.469212799072265625e+02,1.489618377685546875e+02,-1.503006591796875000e+02,2.471494445800781250e+02,9.109826660156250000e+01,-1.076624526977539062e+02,1.858965759277343750e+02
2.470411682128906250e+02,-3.959448547363281250e+02,-3.742630615234375000e+02,-2.608702087402343750e+02,2.657241210937500000e+02,-2.669343261718750000e+02,4.388891601562500000e+02,1.615866699218750000e+02,-1.919790496826171875e+02,3.298766784667968750e+02
1.747877807617187500e+02,-2.803605957031250000e+02,-2.655929565429687500e+02,-1.851881866455078125e+02,1.887356872558593750e+02,-1.886178588867187500e+02,3.108949890136718750e+02,1.146115341186523438e+02,-1.356081390380859375e+02,2.349238586425781250e+02
1.419818420410156250e+02,-2.278174438476562500e+02,-2.161689300537109375e+02,-1.507631530761718750e+02,1.529691009521484375e+02,-1.537004547119140625e+02,2.530639190673828125e+02,9.340931701660156250e+01,-1.107885742187500000e+02,1.902631530761718750e+02
2.457252807617187500e+02,-3.937608032226562500e+02,-3.720836791992187500e+02,-2.593724365234375000e+02,2.643391418457031250e+02,-2.653932189941406250e+02,4.364756164550781250e+02,1.607181701660156250e+02,-1.909007720947265625e+02,3.280690917968750000e+02
2.504656829833984375e+02,-4.013936767578125000e+02,-3.792960510253906250e+02,-2.644218139648437500e+02,2.694651489257812500e+02,-2.705643310546875000e+02,4.449811401367187500e+02,1.638064880371093750e+02,-1.946049652099609375e+02,3.343943786621093750e+02
2.242305145263671875e+02,-3.597854614257812500e+02,-3.403914184570312500e+02,-2.371555938720703125e+02,2.415401763916015625e+02,-2.424055328369140625e+02,3.988691711425781250e+02,1.469935455322265625e+02,-1.746477508544921875e+02,2.998030700683593750e+02
2.119376831054687500e+02,-3.396197509765625000e+02,-3.212489624023437500e+02,-2.240124053955078125e+02,2.282323913574218750e+02,-2.287734680175781250e+02,3.770173034667968750e+02,1.388877258300781250e+02,-1.648329772949218750e+02,2.837860107421875000e+02
1.854916839599609375e+02,-2.970065307617187500e+02,-2.812280883789062500e+02,-1.959236450195312500e+02,1.992743835449218750e+02,-2.004840850830078125e+02,3.294772644042968750e+02,1.215310363769531250e+02,-1.442034606933593750e+02,2.478209075927734375e+02
6.485727691650390625e+01,-1.036773529052734375e+02,-9.863962554931640625e+01,-6.838265991210937500e+01,7.017505645751953125e+01,-7.026361083984375000e+01,1.153381881713867188e+02,4.216601181030273438e+01,-5.060343933105468750e+01,8.737207794189453125e+01
9.465361022949218750e+01,-1.523172149658203125e+02,-1.442243957519531250e+02,-1.007776641845703125e+02,1.024523391723632812e+02,-1.027250289916992188e+02,1.688229217529296875e+02,6.315108489990234375e+01,-7.358316040039062500e+01,1.274593276977539062e+02
2.325792541503906250e+02,-3.726664123535156250e+02,-3.525801086425781250e+02,-2.457957916259765625e+02,2.505064697265625000e+02,-2.514119567871093750e+02,4.133887939453125000e+02,1.521946868896484375e+02,-1.809774322509765625e+02,3.110298461914062500e+02
